Model,Learning Mode,Best Round,Accuracy,Precision,Recall,F1-Macro,AUC-ROC,MCC
ALBERT Multilingual,Centralized,-,0.708958093041138,0.7091857029207864,0.7089516939632236,0.7088747816328356,0.8003074558032284,0.41813733140290626
