Model,Learning Mode,Best Round,Accuracy,Precision,Recall,F1-Macro,AUC-ROC,MCC
BanglishBERT,Centralized,-,0.8285274894271434,0.8285779419382766,0.8285250990362443,0.8285201640464799,0.9154118133979778,0.6571030388497611
