Model,Learning Mode,Best Round,Accuracy,Precision,Recall,F1-Macro,AUC-ROC,MCC
mBERT,Centralized,-,0.8181468665897732,0.8181470681098186,0.8181466918938095,0.8181467590670308,0.9181611777922307,0.6362937600035169
