Model,Learning Mode,Best Round,Accuracy,Precision,Recall,F1-Macro,AUC-ROC,MCC
DistilXLM-R,Centralized,-,0.8150711264898116,0.8152490283192437,0.815075681428487,0.815046521436583,0.9156607343463607,0.6303246859114884
