Model,Learning Mode,Best Round,Accuracy,Precision,Recall,F1-Macro,AUC-ROC,MCC
MuRIL,Centralized,-,0.8135332564398309,0.8186559630822478,0.8135576184000473,0.8127889728945188,0.9124099804883817,0.6321930239192552
